,Abstract Text,Fatal,Fault,Job,Incident Severity,Cause,COMMENT1
100,,yes,other,construction,5,unknown,"On May 5, 2017, an employee was lifting a pallet of bundled 2 by 4 with a forklift and turned the forklift.  The employee was pinned to the road when the forklift toppled over and was crushed. "
101,,yes,company,agriculture,5,equipmentfail,"At 12:45 p.m. on May 5, 2017, an employee was landscaping some vegetation at the Waste Water Treatment Plant.  The employee was driving a sit-down riding TORO Mower (Model No. 74901, Serial No. 312000158) at the banks of DuPage River.  The employee was pinned by the mower when it turned over and the employee was submerged in the river.  The employee drowned. "
102,,yes,employee,construction,5,ounder,"At 11:30 a.m. on May 5, 2017, an employee was spraying weeds from a 6 by 6 ATV.  The employee lost control and was caught underneath the ATV when it rolled over.  The employee was killed. "
103,,yes,employee,agriculture,1,unknown,"At 2:31 p.m. on May 5, 2017, two employees were clearing a tree that fell across a road.  Both employees were struck by a vehicle.  Employee #1 was thrown approximately 17 feet and pronounced dead at the scene once paramedics arrived.  Employee #2 was transported to IU Health Bloomington.  No further information was provided regarding Employee #2's condition or injuries. "
104,,yes,company,construction,1,fall,"At 12:30 p.m. on May 4, 2017, an employee was staging plumbing tools and materials on a roof.  The employee stepped on an unprotected/unguarded semi-translucent corrugated fiberglass sky light panel and fell 16.5 feet to the concrete slab.  The employee suffered crushing injuries to their body and head and was killed onsite. "
105,,yes,company,agriculture,5,heatstroke,"At 10:30 a.m. on May 4, 2017, an employee was shoveling weeds in a pistachio orchard with a coworker.  The employee started to cramp as he worked and his foreman placed the employee in the truck cab with the air conditioning running.  The employee started mumbling after about 15 minutes and the foreman drove him to a nearby clinic.  The employee was transferred by ambulance to Madera Community Hospital where the employee died later that evening  from a subarachnoid hemorrhage (brain bleed). "
106,,yes,company,construction,5,fall,"At 7:00 p.m. on May 4, 2017, an employee was caulking the walls and ceilings of two homes as part of a single-family home development project.  The employee had been part of a work crew but was working by himself.  One of his coworkers discovered him lying on the bathroom floor and was unresponsive. The employee was transported to Urgent Care where he removed in a coma before being pronounced dead the following evening.  The employee sustained multiple rib fractures, a fractured skull ,and brain bleed and were consistent with a fall. "
107,,yes,employee,construction,5,unknown,"At 4:45 p.m. on May 4, 2017, an employee was locating an underground gas line. The employee may have been electrocuted when struck by an electrical power cable that was swinging due to heavy winds from bad weather. "
108,,yes,employee,construction,5,istringstream,"At 11:00 a.m. on May 3, 2017, an employee was installing a hardiebaker board when he fell from the mobile scaffold to the ground.  The employee was killed onsite. "
109,,yes,company,other,1,ndef,"At 10:00 a.m. on May 3, 2017, an employee was standing when they were struck by a vehicle and was killed.  No further specifics were included in the initial report. "
110,,unknown,other,construction,5,incident,"At 9:15 p.m. on May 3, 2017, an employee was working on the second floor of an evaporator.  The sight glass was broken and the employee had their left arm sucked into the evaporator by the vacuum.  The employee was killed. "
111,,yes,employee,manufacturing,5,unknown,"At 8:45 p.m. on May 3, 2017, an employee pulled his forklift into a press area and told his supervisor that he was not feeling well.  The supervisor walked the employee into the die shop and the employee collapsed.  CPR was administered with no response. "
112,,yes,company,manufacturing,1,equipmentmalf,"At 6:15 a.m. on May 3, 2017, an employee had started a 2000 Peterbilt Tractor to supply air to the spring brakes so they could be changed.  The employee was struck by the tractor when the brakes released and was run over, killing him. "
113,,yes,employee,agriculture,5,ills,"At 2:30 p.m. on May 3, 2017, an employee was supervising crews that were harvesting vegetables.  The employee was ill and became dizzy, fainted, lost consciousness, and died. "
114,,yes,other,construction,5,unknown,"At 1:00 a.m. on May 2, 2017, an employee was operating a track hoe feeding a concrete crusher.  The employee was crushed when he climbed into the crusher's feed hopper and fell into the crushing chamber while it was operating. "
115,,yes,company,construction,1,equipmentfail,"At 9:00 a.m. on May 2, 2017, an employee was moving some earth from a hill in preparation for residential construction and was operating a Caterpillar 651B scraper, serial #067K00455.   The employee lost control of the scraper while traveling up a hill.  The scraper stopped and began rolling back down the hill approximately 150-200 feet.  A coworker was following the first scraper and began backing away when both vehicles collided.  Paramedics responded and provided treatment for multiple head injuries to the employee onsite but later declared the employee dead at the scene. "
116,,yes,employee,construction,5,humanerror,"At 8:00 a.m. on May 2, 2017, an employee was removing old network protectors from a University Hospital concrete electrical system vault that was staged at the bottom of the vault.  The employee was standing at the ground-level opening of the vault alongside a metal grate covering the opening and signaled a boom truck operator to pick up a 13 inch grate he had attached onto the crane's hook.  The employee fell approximately 23 feet when the grate gave way as the crane started to pick up a second piece of grating.  The employee suffered multiple head, facial , and extremity fractures  as well as internal injuries. "
